"TIME","GEO","INDIC_DE","Value"
"1994","Portugal","Population on 1 January - males","4,804,894"
"1994","Portugal","Population on 1 January - females","5,169,497"
"1994","Portugal","Average population - total","9,991,525"
"1994","Portugal","Average population - males","4,813,412"
"1994","Romania","Population on 1 January - total ","22,748,027"
"1994","Romania","Population on 1 January - males","11,168,810"
"1994","Romania","Population on 1 January - females","11,579,217"
"1994","Romania","Average population - total","22,730,211"
"1994","Romania","Average population - males","11,156,104"
"1994","Slovenia","Population on 1 January - total ","1,989,408"
"1994","Slovenia","Population on 1 January - males","964,460"
"1994","Slovenia","Population on 1 January - females","1,024,948"
"1994","Slovenia","Average population - total","1,989,443"
"1994","Slovenia","Average population - males","964,418"
"1994","Slovakia","Population on 1 January - total ","5,336,455"
"1994","Slovakia","Population on 1 January - males","2,600,047"
"1994","Slovakia","Population on 1 January - females","2,736,408"
"1994","Slovakia","Average population - total","5,346,331"
"1994","Slovakia","Average population - males","2,604,474"
"1994","Finland","Population on 1 January - total ","5,077,912"
"1994","Finland","Population on 1 January - males","2,470,196"
"1994","Finland","Population on 1 January - females","2,607,716"
"1994","Finland","Average population - total","5,088,333"
"1994","Finland","Average population - males","2,475,923"
"1994","Sweden","Population on 1 January - total ","8,745,109"
"1994","Sweden","Population on 1 January - males","4,320,954"
"1994","Sweden","Population on 1 January - females","4,424,155"
"1994","Sweden","Average population - total","8,780,745"
"1994","Sweden","Average population - males","4,338,604"
"1994","United Kingdom","Population on 1 January - total ","57,788,017"
"1994","United Kingdom","Population on 1 January - males","28,073,802"
"1994","United Kingdom","Population on 1 January - females","29,714,215"
"1994","United Kingdom","Average population - total","57,865,745"
"1994","United Kingdom","Average population - males","28,114,909"
"1994","European Economic Area (EU28 plus IS, LI, NO)","Population on 1 January - total ","485,513,192"
"1994","European Economic Area (EU28 plus IS, LI, NO)","Population on 1 January - males","236,363,496"
"1994","European Economic Area (EU28 plus IS, LI, NO)","Population on 1 January - females","249,149,696"
"1994","European Economic Area (EU28 plus IS, LI, NO)","Average population - total","486,031,615"
"1994","European Economic Area (EU28 plus IS, LI, NO)","Average population - males","236,611,840"
"1994","European Economic Area (EU27 plus IS, LI, NO)","Population on 1 January - total ","480,868,037"
"1994","European Economic Area (EU27 plus IS, LI, NO)","Population on 1 January - males","234,131,127"
"1994","European Economic Area (EU27 plus IS, LI, NO)","Population on 1 January - females","246,736,910"
"1994","European Economic Area (EU27 plus IS, LI, NO)","Average population - total","481,379,591"
"1994","European Economic Area (EU27 plus IS, LI, NO)","Average population - males","234,376,170"
"1994","European Free Trade Association","Population on 1 January - total ","11,588,759"
"1994","European Free Trade Association","Population on 1 January - males","5,690,217"
"1994","European Free Trade Association","Population on 1 January - females","5,898,542"
"1994","European Free Trade Association","Average population - total","11,626,899"
"1994","European Free Trade Association","Average population - males","5,708,817"
"1994","Iceland","Population on 1 January - total ","265,064"
"1994","Iceland","Population on 1 January - males","132,951"
"1994","Iceland","Population on 1 January - females","132,113"
"1994","Iceland","Average population - total","266,021"
"1994","Iceland","Average population - males","133,421"
"1994","Liechtenstein","Population on 1 January - total ","30,310"
"1994","Liechtenstein","Population on 1 January - males","14,775"
"1994","Liechtenstein","Population on 1 January - females","15,535"
"1994","Liechtenstein","Average population - total","30,470"
"1994","Liechtenstein","Average population - males","14,837"
"1994","Norway","Population on 1 January - total ","4,324,815"
"1994","Norway","Population on 1 January - males","2,138,628"
"1994","Norway","Population on 1 January - females","2,186,187"
"1994","Norway","Average population - total","4,336,613"
"1994","Norway","Average population - males","2,144,443"
"1994","Switzerland","Population on 1 January - total ","6,968,570"
"1994","Switzerland","Population on 1 January - males","3,403,863"
"1994","Switzerland","Population on 1 January - females","3,564,707"
"1994","Switzerland","Average population - total","6,993,795"
"1994","Switzerland","Average population - males","3,416,116"
"1994","Montenegro","Population on 1 January - total ",":"
"1994","Montenegro","Population on 1 January - males",":"
"1994","Montenegro","Population on 1 January - females",":"
"1994","Montenegro","Average population - total",":"
"1994","Montenegro","Average population - males",":"
"1994","North Macedonia","Population on 1 January - total ","1,936,741"
"1994","North Macedonia","Population on 1 January - males","969,765"
"1994","North Macedonia","Population on 1 January - females","966,976"
"1994","North Macedonia","Average population - total","1,947,003"
"1994","North Macedonia","Average population - males","974,821"
"1994","Albania","Population on 1 January - total ","3,175,535"
"1994","Albania","Population on 1 January - males",":"
"1994","Albania","Population on 1 January - females",":"
"1994","Albania","Average population - total","3,187,784"
"1994","Albania","Average population - males",":"
"1994","Serbia","Population on 1 January - total ",":"
"1994","Serbia","Population on 1 January - males",":"
"1994","Serbia","Population on 1 January - females",":"
"1994","Serbia","Average population - total",":"
"1994","Serbia","Average population - males",":"
"1994","Turkey","Population on 1 January - total ","60,079,060"
"1994","Turkey","Population on 1 January - males","30,401,511"
"1994","Turkey","Population on 1 January - females","29,677,549"
"1994","Turkey","Average population - total","60,641,322"
"1994","Turkey","Average population - males","30,681,780"
"1994","Andorra","Population on 1 January - total ","65,226"
"1994","Andorra","Population on 1 January - males","34,820"
"1994","Andorra","Population on 1 January - females","30,406"
"1994","Andorra","Average population - total","64,769"
"1994","Andorra","Average population - males","34,452"
"1994","Belarus","Population on 1 January - total ",":"
"1994","Belarus","Population on 1 January - males",":"
"1994","Belarus","Population on 1 January - females",":"
"1994","Belarus","Average population - total",":"
"1994","Belarus","Average population - males",":"
"1994","Bosnia and Herzegovina","Population on 1 January - total ","4,122,700"
"1994","Bosnia and Herzegovina","Population on 1 January - males",":"
"1994","Bosnia and Herzegovina","Population on 1 January - females",":"
"1994","Bosnia and Herzegovina","Average population - total","4,056,800"
"1994","Bosnia and Herzegovina","Average population - males",":"
"1994","Kosovo (under United Nations Security Council Resolution 1244/99)","Population on 1 January - total ","2,060,000"
"1994","Kosovo (under United Nations Security Council Resolution 1244/99)","Population on 1 January - males",":"
"1994","Kosovo (under United Nations Security Council Resolution 1244/99)","Population on 1 January - females",":"
"1994","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - total","2,077,500"
"1994","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - males",":"
"1994","Moldova","Population on 1 January - total ",":"
"1994","Moldova","Population on 1 January - males",":"
"1994","Moldova","Population on 1 January - females",":"
"1994","Moldova","Average population - total",":"
"1994","Moldova","Average population - males",":"
"1994","Monaco","Population on 1 January - total ",":"
"1994","Monaco","Population on 1 January - males",":"
"1994","Monaco","Population on 1 January - females",":"
"1994","Monaco","Average population - total",":"
"1994","Monaco","Average population - males",":"
"1994","Russia","Population on 1 January - total ",":"
"1994","Russia","Population on 1 January - males",":"
"1994","Russia","Population on 1 January - females",":"
"1994","Russia","Average population - total",":"
"1994","Russia","Average population - males",":"
"1994","San Marino","Population on 1 January - total ",":"
"1994","San Marino","Population on 1 January - males",":"
"1994","San Marino","Population on 1 January - females",":"
"1994","San Marino","Average population - total",":"
"1994","San Marino","Average population - males",":"
"1994","Ukraine","Population on 1 January - total ",":"
"1994","Ukraine","Population on 1 January - males",":"
"1994","Ukraine","Population on 1 January - females",":"
"1994","Ukraine","Average population - total",":"
"1994","Ukraine","Average population - males",":"
"1994","Armenia","Population on 1 January - total ",":"
"1994","Armenia","Population on 1 January - males",":"
"1994","Armenia","Population on 1 January - females",":"
"1994","Armenia","Average population - total",":"
"1994","Armenia","Average population - males",":"
"1994","Azerbaijan","Population on 1 January - total ",":"
"1994","Azerbaijan","Population on 1 January - males",":"
"1994","Azerbaijan","Population on 1 January - females",":"
"1994","Azerbaijan","Average population - total",":"
"1994","Azerbaijan","Average population - males",":"
"1994","Georgia","Population on 1 January - total ",":"
"1994","Georgia","Population on 1 January - males",":"
"1994","Georgia","Population on 1 January - females",":"
"1994","Georgia","Average population - total",":"
"1994","Georgia","Average population - males",":"
"1995","European Union - 27 countries (from 2019)","Population on 1 January - total ","423,960,534"
"1995","European Union - 27 countries (from 2019)","Population on 1 January - males","206,405,107"
"1995","European Union - 27 countries (from 2019)","Population on 1 January - females","217,555,427"
"1995","European Union - 27 countries (from 2019)","Average population - total","424,301,173"
"1995","European Union - 27 countries (from 2019)","Average population - males","206,572,652"
"1995","European Union - 28 countries","Population on 1 January - total ","481,904,006"
"1995","European Union - 28 countries","Population on 1 January - males","234,561,123"
"1995","European Union - 28 countries","Population on 1 January - females","247,342,883"
"1995","European Union - 28 countries","Average population - total","482,320,203"
"1995","European Union - 28 countries","Average population - males","234,773,372"
"1995","European Union - 27 countries (2007-2013)","Population on 1 January - total ","477,245,113"
"1995","European Union - 27 countries (2007-2013)","Population on 1 January - males","232,322,152"
"1995","European Union - 27 countries (2007-2013)","Population on 1 January - females","244,922,961"
"1995","European Union - 27 countries (2007-2013)","Average population - total","477,700,173"
"1995","European Union - 27 countries (2007-2013)","Average population - males","232,553,077"
"1995","Euro area (19 countries)","Population on 1 January - total ","314,879,272"
"1995","Euro area (19 countries)","Population on 1 January - males","153,223,070"
"1995","Euro area (19 countries)","Population on 1 January - females","161,656,202"
"1995","Euro area (19 countries)","Average population - total","315,279,278"
"1995","Euro area (19 countries)","Average population - males","153,430,249"
"1995","Euro area (18 countries)","Population on 1 January - total ","311,236,281"
"1995","Euro area (18 countries)","Population on 1 January - males","151,505,862"
"1995","Euro area (18 countries)","Population on 1 January - females","159,730,419"
"1995","Euro area (18 countries)","Average population - total","311,650,176"
"1995","Euro area (18 countries)","Average population - males","151,720,862"
"1995","Belgium","Population on 1 January - total ","10,130,574"
"1995","Belgium","Population on 1 January - males","4,954,671"
"1995","Belgium","Population on 1 January - females","5,175,903"
"1995","Belgium","Average population - total","10,136,811"
"1995","Belgium","Average population - males","4,956,728"
"1995","Bulgaria","Population on 1 January - total ","8,427,418"
"1995","Bulgaria","Population on 1 January - males","4,129,966"
"1995","Bulgaria","Population on 1 January - females","4,297,452"
"1995","Bulgaria","Average population - total","8,406,067"
"1995","Bulgaria","Average population - males","4,116,667"
"1995","Czechia","Population on 1 January - total ","10,333,161"
"1995","Czechia","Population on 1 January - males","5,020,464"
"1995","Czechia","Population on 1 January - females","5,312,697"
"1995","Czechia","Average population - total","10,327,253"
"1995","Czechia","Average population - males","5,018,490"
"1995","Denmark","Population on 1 January - total ","5,215,718"
"1995","Denmark","Population on 1 January - males","2,573,324"
"1995","Denmark","Population on 1 January - females","2,642,394"
"1995","Denmark","Average population - total","5,233,373"
"1995","Denmark","Average population - males","2,582,773"
"1995","Germany (until 1990 former territory of the FRG)","Population on 1 January - total ","81,538,603"
"1995","Germany (until 1990 former territory of the FRG)","Population on 1 January - males","39,644,965"
"1995","Germany (until 1990 former territory of the FRG)","Population on 1 January - females","41,893,638"
"1995","Germany (until 1990 former territory of the FRG)","Average population - total","81,678,051"
"1995","Germany (until 1990 former territory of the FRG)","Average population - males","39,734,894"
"1995","Germany including former GDR","Population on 1 January - total ","81,538,603"
"1995","Germany including former GDR","Population on 1 January - males","39,644,965"
"1995","Germany including former GDR","Population on 1 January - females","41,893,638"
"1995","Germany including former GDR","Average population - total","81,678,051"
"1995","Germany including former GDR","Average population - males","39,734,894"
"1995","Estonia","Population on 1 January - total ","1,448,075"
"1995","Estonia","Population on 1 January - males","671,264"
"1995","Estonia","Population on 1 January - females","776,811"
"1995","Estonia","Average population - total","1,436,634"
"1995","Estonia","Average population - males","665,310"
"1995","Ireland","Population on 1 January - total ","3,597,617"
"1995","Ireland","Population on 1 January - males","1,787,212"
"1995","Ireland","Population on 1 January - females","1,810,405"
"1995","Ireland","Average population - total","3,608,841"
"1995","Ireland","Average population - males","1,792,284"
"1995","Greece","Population on 1 January - total ","10,535,973"
"1995","Greece","Population on 1 January - males","5,188,666"
"1995","Greece","Population on 1 January - females","5,347,307"
"1995","Greece","Average population - total","10,562,153"
"1995","Greece","Average population - males","5,201,369"
"1995","Spain","Population on 1 January - total ","39,639,726"
"1995","Spain","Population on 1 January - males","19,417,999"
"1995","Spain","Population on 1 January - females","20,221,727"
"1995","Spain","Average population - total","39,724,050"
"1995","Spain","Average population - males","19,459,229"
"1995","France","Population on 1 January - total ","59,315,139"
"1995","France","Population on 1 January - males","28,841,197"
"1995","France","Population on 1 January - females","30,473,942"
"1995","France","Average population - total","59,418,718"
"1995","France","Average population - males","28,885,253"
"1995","France (metropolitan)","Population on 1 January - total ","57,752,535"
"1995","France (metropolitan)","Population on 1 January - males","28,078,056"
"1995","France (metropolitan)","Population on 1 January - females","29,674,479"
"1995","France (metropolitan)","Average population - total","57,844,247"
"1995","France (metropolitan)","Average population - males","28,116,754"
"1995","Croatia","Population on 1 January - total ","4,658,893"
"1995","Croatia","Population on 1 January - males","2,238,971"
"1995","Croatia","Population on 1 January - females","2,419,922"
"1995","Croatia","Average population - total","4,620,030"
"1995","Croatia","Average population - males","2,220,295"
"1995","Italy","Population on 1 January - total ","56,844,408"
"1995","Italy","Population on 1 January - males","27,568,963"
"1995","Italy","Population on 1 January - females","29,275,445"
"1995","Italy","Average population - total","56,844,303"
"1995","Italy","Average population - males","27,564,629"
"1995","Cyprus","Population on 1 January - total ","645,399"
"1995","Cyprus","Population on 1 January - males","319,967"
"1995","Cyprus","Population on 1 January - females","325,432"
"1995","Cyprus","Average population - total","650,866"
"1995","Cyprus","Average population - males","322,388"
"1995","Latvia","Population on 1 January - total ","2,500,580"
"1995","Latvia","Population on 1 January - males","1,154,321"
"1995","Latvia","Population on 1 January - females","1,346,259"
"1995","Latvia","Average population - total","2,485,056"
"1995","Latvia","Average population - males","1,146,559"
"1995","Lithuania","Population on 1 January - total ","3,642,991"
"1995","Lithuania","Population on 1 January - males","1,717,208"
"1995","Lithuania","Population on 1 January - females","1,925,783"
"1995","Lithuania","Average population - total","3,629,102"
"1995","Lithuania","Average population - males","1,709,387"
"1995","Luxembourg","Population on 1 January - total ","405,650"
"1995","Luxembourg","Population on 1 January - males","199,163"
"1995","Luxembourg","Population on 1 January - females","206,487"
"1995","Luxembourg","Average population - total","408,625"
"1995","Luxembourg","Average population - males","200,588"
"1995","Hungary","Population on 1 January - total ","10,336,700"
"1995","Hungary","Population on 1 January - males","4,941,620"
"1995","Hungary","Population on 1 January - females","5,395,080"
"1995","Hungary","Average population - total","10,328,965"
"1995","Hungary","Average population - males","4,935,421"
"1995","Malta","Population on 1 January - total ","376,433"
"1995","Malta","Population on 1 January - males","185,079"
"1995","Malta","Population on 1 January - females","191,354"
"1995","Malta","Average population - total","377,419"
"1995","Malta","Average population - males","186,025"
"1995","Netherlands","Population on 1 January - total ","15,424,122"
"1995","Netherlands","Population on 1 January - males","7,627,482"
"1995","Netherlands","Population on 1 January - females","7,796,640"
"1995","Netherlands","Average population - total","15,459,006"
"1995","Netherlands","Average population - males","7,644,886"
"1995","Austria","Population on 1 January - total ","7,943,489"
"1995","Austria","Population on 1 January - males","3,831,200"
"1995","Austria","Population on 1 January - females","4,112,289"
"1995","Austria","Average population - total","7,948,278"
"1995","Austria","Average population - males","3,834,075"
"1995","Poland","Population on 1 January - total ","38,580,597"
"1995","Poland","Population on 1 January - males","18,778,040"
"1995","Poland","Population on 1 January - females","19,802,557"
"1995","Poland","Average population - total","38,594,998"
"1995","Poland","Average population - males","18,782,035"
"1995","Portugal","Population on 1 January - total ","10,008,659"
"1995","Portugal","Population on 1 January - males","4,821,929"
"1995","Portugal","Population on 1 January - females","5,186,730"
"1995","Portugal","Average population - total","10,026,176"
"1995","Portugal","Average population - males","4,830,938"
"1995","Romania","Population on 1 January - total ","22,712,394"
"1995","Romania","Population on 1 January - males","11,143,398"
"1995","Romania","Population on 1 January - females","11,568,996"
"1995","Romania","Average population - total","22,684,270"
"1995","Romania","Average population - males","11,125,559"
"1995","Slovenia","Population on 1 January - total ","1,989,477"
"1995","Slovenia","Population on 1 January - males","964,375"
"1995","Slovenia","Population on 1 January - females","1,025,102"
"1995","Slovenia","Average population - total","1,989,872"
"1995","Slovenia","Average population - males","966,225"
"1995","Slovakia","Population on 1 January - total ","5,356,207"
"1995","Slovakia","Population on 1 January - males","2,608,901"
"1995","Slovakia","Population on 1 January - females","2,747,306"
"1995","Slovakia","Average population - total","5,361,999"
"1995","Slovakia","Average population - males","2,611,307"
"1995","Finland","Population on 1 January - total ","5,098,754"
"1995","Finland","Population on 1 January - males","2,481,649"
"1995","Finland","Population on 1 January - females","2,617,105"
"1995","Finland","Average population - total","5,107,790"
"1995","Finland","Average population - males","2,486,675"
"1995","Sweden","Population on 1 January - total ","8,816,381"
"1995","Sweden","Population on 1 January - males","4,356,254"
"1995","Sweden","Population on 1 January - females","4,460,127"
"1995","Sweden","Average population - total","8,826,939"
"1995","Sweden","Average population - males","4,361,163"
"1995","United Kingdom","Population on 1 January - total ","57,943,472"
"1995","United Kingdom","Population on 1 January - males","28,156,016"
"1995","United Kingdom","Population on 1 January - females","29,787,456"
"1995","United Kingdom","Average population - total","58,019,030"
"1995","United Kingdom","Average population - males","28,200,720"
"1995","European Economic Area (EU28 plus IS, LI, NO)","Population on 1 January - total ","486,550,023"
"1995","European Economic Area (EU28 plus IS, LI, NO)","Population on 1 January - males","236,860,169"
"1995","European Economic Area (EU28 plus IS, LI, NO)","Population on 1 January - females","249,689,854"
"1995","European Economic Area (EU28 plus IS, LI, NO)","Average population - total","486,977,631"
"1995","European Economic Area (EU28 plus IS, LI, NO)","Average population - males","237,077,973"
"1995","European Economic Area (EU27 plus IS, LI, NO)","Population on 1 January - total ","481,891,130"
"1995","European Economic Area (EU27 plus IS, LI, NO)","Population on 1 January - males","234,621,198"
"1995","European Economic Area (EU27 plus IS, LI, NO)","Population on 1 January - females","247,269,932"
"1995","European Economic Area (EU27 plus IS, LI, NO)","Average population - total","482,357,601"
"1995","European Economic Area (EU27 plus IS, LI, NO)","Average population - males","234,857,678"
"1995","European Free Trade Association","Population on 1 January - total ","11,665,036"
"1995","European Free Trade Association","Population on 1 January - males","5,727,414"
"1995","European Free Trade Association","Population on 1 January - females","5,937,622"
"1995","European Free Trade Association","Average population - total","11,698,115"
"1995","European Free Trade Association","Average population - males","5,743,206"
"1995","Iceland","Population on 1 January - total ","266,978"
"1995","Iceland","Population on 1 January - males","133,891"
"1995","Iceland","Population on 1 January - females","133,087"
"1995","Iceland","Average population - total","267,468"
"1995","Iceland","Average population - males","134,101"
"1995","Liechtenstein","Population on 1 January - total ","30,629"
"1995","Liechtenstein","Population on 1 January - males","14,898"
"1995","Liechtenstein","Population on 1 January - females","15,731"
"1995","Liechtenstein","Average population - total","30,776"
"1995","Liechtenstein","Average population - males","14,999"
"1995","Norway","Population on 1 January - total ","4,348,410"
"1995","Norway","Population on 1 January - males","2,150,257"
"1995","Norway","Population on 1 January - females","2,198,153"
"1995","Norway","Average population - total","4,359,184"
"1995","Norway","Average population - males","2,155,501"
"1995","Switzerland","Population on 1 January - total ","7,019,019"
"1995","Switzerland","Population on 1 January - males","3,428,368"
"1995","Switzerland","Population on 1 January - females","3,590,651"
"1995","Switzerland","Average population - total","7,040,687"
"1995","Switzerland","Average population - males","3,438,605"
"1995","Montenegro","Population on 1 January - total ","633,015"
"1995","Montenegro","Population on 1 January - males",":"
"1995","Montenegro","Population on 1 January - females",":"
"1995","Montenegro","Average population - total","618,166"
"1995","Montenegro","Average population - males",":"
"1995","North Macedonia","Population on 1 January - total ","1,957,265"
"1995","North Macedonia","Population on 1 January - males","979,877"
"1995","North Macedonia","Population on 1 January - females","977,388"
"1995","North Macedonia","Average population - total","1,964,476"
"1995","North Macedonia","Average population - males","983,778"
"1995","Albania","Population on 1 January - total ","3,200,033"
"1995","Albania","Population on 1 January - males",":"
"1995","Albania","Population on 1 January - females",":"
"1995","Albania","Average population - total","3,168,033"
"1995","Albania","Average population - males",":"
"1995","Serbia","Population on 1 January - total ","7,625,488"
"1995","Serbia","Population on 1 January - males",":"
"1995","Serbia","Population on 1 January - females",":"
"1995","Serbia","Average population - total","7,625,357"
"1995","Serbia","Average population - males",":"
"1995","Turkey","Population on 1 January - total ","61,203,584"
"1995","Turkey","Population on 1 January - males","30,962,048"
"1995","Turkey","Population on 1 January - females","30,241,536"
"1995","Turkey","Average population - total","61,770,601"
"1995","Turkey","Average population - males","31,243,305"
"1995","Andorra","Population on 1 January - total ","64,311"
"1995","Andorra","Population on 1 January - males","34,083"
"1995","Andorra","Population on 1 January - females","30,228"
"1995","Andorra","Average population - total","64,085"
"1995","Andorra","Average population - males","33,871"
"1995","Belarus","Population on 1 January - total ",":"
"1995","Belarus","Population on 1 January - males",":"
"1995","Belarus","Population on 1 January - females",":"
"1995","Belarus","Average population - total",":"
"1995","Belarus","Average population - males",":"
"1995","Bosnia and Herzegovina","Population on 1 January - total ","3,990,900"
"1995","Bosnia and Herzegovina","Population on 1 January - males",":"
"1995","Bosnia and Herzegovina","Population on 1 January - females",":"
"1995","Bosnia and Herzegovina","Average population - total","3,925,050"
"1995","Bosnia and Herzegovina","Average population - males",":"
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Population on 1 January - total ","2,095,000"
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Population on 1 January - males",":"
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Population on 1 January - females",":"
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - total","2,113,500"
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - males",":"
"1995","Moldova","Population on 1 January - total ",":"
"1995","Moldova","Population on 1 January - males",":"
"1995","Moldova","Population on 1 January - females",":"
"1995","Moldova","Average population - total",":"
"1995","Moldova","Average population - males",":"
"1995","Monaco","Population on 1 January - total ",":"
"1995","Monaco","Population on 1 January - males",":"
"1995","Monaco","Population on 1 January - females",":"
"1995","Monaco","Average population - total",":"
"1995","Monaco","Average population - males",":"
"1995","Russia","Population on 1 January - total ",":"
"1995","Russia","Population on 1 January - males",":"
"1995","Russia","Population on 1 January - females",":"
"1995","Russia","Average population - total",":"
"1995","Russia","Average population - males",":"
"1995","San Marino","Population on 1 January - total ",":"
"1995","San Marino","Population on 1 January - males",":"
"1995","San Marino","Population on 1 January - females",":"
"1995","San Marino","Average population - total",":"
"1995","San Marino","Average population - males",":"
"1995","Ukraine","Population on 1 January - total ",":"
"1995","Ukraine","Population on 1 January - males",":"
"1995","Ukraine","Population on 1 January - females",":"
"1995","Ukraine","Average population - total",":"
"1995","Ukraine","Average population - males",":"
"1995","Armenia","Population on 1 January - total ",":"
"1995","Armenia","Population on 1 January - males",":"
"1995","Armenia","Population on 1 January - females",":"
"1995","Armenia","Average population - total",":"
"1995","Armenia","Average population - males",":"
"1995","Azerbaijan","Population on 1 January - total ",":"
"1995","Azerbaijan","Population on 1 January - males",":"
"1995","Azerbaijan","Population on 1 January - females",":"
"1995","Azerbaijan","Average population - total",":"
"1995","Azerbaijan","Average population - males",":"
"1995","Georgia","Population on 1 January - total ",":"
"1995","Georgia","Population on 1 January - males",":"
"1995","Georgia","Population on 1 January - females",":"
"1995","Georgia","Average population - total",":"
"1995","Georgia","Average population - males",":"
"1996","European Union - 27 countries (from 2019)","Population on 1 January - total ","424,641,798"
"1996","European Union - 27 countries (from 2019)","Population on 1 January - males","206,740,184"
"1996","European Union - 27 countries (from 2019)","Population on 1 January - females","217,901,614"
"1996","European Union - 27 countries (from 2019)","Average population - total","424,957,650"
"1996","European Union - 27 countries (from 2019)","Average population - males","206,893,894"
"1996","European Union - 28 countries","Population on 1 January - total ","482,736,385"
"1996","European Union - 28 countries","Population on 1 January - males","234,985,607"
"1996","European Union - 28 countries","Population on 1 January - females","247,750,778"
"1996","European Union - 28 countries","Average population - total","483,124,600"
"1996","European Union - 28 countries","Average population - males","235,181,151"
"1996","European Union - 27 countries (2007-2013)","Population on 1 January - total ","478,155,218"
"1996","European Union - 27 countries (2007-2013)","Population on 1 January - males","232,783,989"
"1996","European Union - 27 countries (2007-2013)","Population on 1 January - females","245,371,229"
"1996","European Union - 27 countries (2007-2013)","Average population - total","478,567,503"
"1996","European Union - 27 countries (2007-2013)","Average population - males","232,991,099"
"1996","Euro area (19 countries)","Population on 1 January - total ","315,679,276"
"1996","Euro area (19 countries)","Population on 1 January - males","153,637,419"
"1996","Euro area (19 countries)","Population on 1 January - females","162,041,857"
"1996","Euro area (19 countries)","Average population - total","316,063,802"
"1996","Euro area (19 countries)","Average population - males","153,833,342"
"1996","Euro area (18 countries)","Population on 1 January - total ","312,064,064"
"1996","Euro area (18 countries)","Population on 1 January - males","151,935,854"
"1996","Euro area (18 countries)","Population on 1 January - females","160,128,210"
"1996","Euro area (18 countries)","Average population - total","312,462,189"
"1996","Euro area (18 countries)","Average population - males","152,139,639"
"1996","Belgium","Population on 1 January - total ","10,143,047"
"1996","Belgium","Population on 1 January - males","4,958,785"
"1996","Belgium","Population on 1 January - females","5,184,262"
"1996","Belgium","Average population - total","10,156,637"
"1996","Belgium","Average population - males","4,965,283"
"1996","Bulgaria","Population on 1 January - total ","8,384,715"
"1996","Bulgaria","Population on 1 January - males","4,103,368"
"1996","Bulgaria","Population on 1 January - females","4,281,347"
"1996","Bulgaria","Average population - total","8,362,826"
"1996","Bulgaria","Average population - males","4,090,435"
"1996","Czechia","Population on 1 January - total ","10,321,344"
"1996","Czechia","Population on 1 January - males","5,016,515"
"1996","Czechia","Population on 1 January - females","5,304,829"
"1996","Czechia","Average population - total","10,315,241"
"1996","Czechia","Average population - males","5,014,300"
"1996","Denmark","Population on 1 January - total ","5,251,027"
"1996","Denmark","Population on 1 January - males","2,592,222"
"1996","Denmark","Population on 1 January - females","2,658,805"
"1996","Denmark","Average population - total","5,263,074"
"1996","Denmark","Average population - males","2,598,580"
"1996","Germany (until 1990 former territory of the FRG)","Population on 1 January - total ","81,817,499"
"1996","Germany (until 1990 former territory of the FRG)","Population on 1 January - males","39,824,823"
"1996","Germany (until 1990 former territory of the FRG)","Population on 1 January - females","41,992,676"
"1996","Germany (until 1990 former territory of the FRG)","Average population - total","81,914,831"
"1996","Germany (until 1990 former territory of the FRG)","Average population - males","39,889,829"
"1996","Germany including former GDR","Population on 1 January - total ","81,817,499"
"1996","Germany including former GDR","Population on 1 January - males","39,824,823"
"1996","Germany including former GDR","Population on 1 January - females","41,992,676"
"1996","Germany including former GDR","Average population - total","81,914,831"
"1996","Germany including former GDR","Average population - males","39,889,829"
"1996","Estonia","Population on 1 January - total ","1,425,192"
"1996","Estonia","Population on 1 January - males","659,355"
"1996","Estonia","Population on 1 January - females","765,837"
"1996","Estonia","Average population - total","1,415,594"
"1996","Estonia","Average population - males","654,423"
"1996","Ireland","Population on 1 January - total ","3,620,065"
"1996","Ireland","Population on 1 January - males","1,797,356"
"1996","Ireland","Population on 1 January - females","1,822,709"
"1996","Ireland","Average population - total","3,637,510"
"1996","Ireland","Average population - males","1,806,029"
"1996","Greece","Population on 1 January - total ","10,588,332"
"1996","Greece","Population on 1 January - males","5,214,072"
"1996","Greece","Population on 1 January - females","5,374,260"
"1996","Greece","Average population - total","10,608,800"
"1996","Greece","Average population - males","5,223,120"
"1996","Spain","Population on 1 January - total ","39,808,374"
"1996","Spain","Population on 1 January - males","19,500,458"
"1996","Spain","Population on 1 January - females","20,307,916"
"1996","Spain","Average population - total","39,889,852"
"1996","Spain","Average population - males","19,540,118"
"1996","France","Population on 1 January - total ","59,522,297"
"1996","France","Population on 1 January - males","28,929,309"
"1996","France","Population on 1 January - females","30,592,988"
"1996","France","Average population - total","59,624,342"
"1996","France","Average population - males","28,974,864"
"1996","France (metropolitan)","Population on 1 January - total ","57,935,959"
"1996","France (metropolitan)","Population on 1 January - males","28,155,451"
"1996","France (metropolitan)","Population on 1 January - females","29,780,508"
"1996","France (metropolitan)","Average population - total","58,025,989"
"1996","France (metropolitan)","Average population - males","28,195,599"
"1996","Croatia","Population on 1 January - total ","4,581,167"
"1996","Croatia","Population on 1 January - males","2,201,618"
"1996","Croatia","Population on 1 January - females","2,379,549"
